family,display_name,node_id,source_url,source_sha256,page_version_badge,inputs,outputs,dynamic_inputs,defaults,animation,arrays_groups,errors,resources,edge_behavior,build_availability,status,prerequisite,fixture
transform,Padding,Node_Padding,https://docs.pixel-composer.com/nodes/transform/other/padding.html,da213fe54c1fb61426fe3ac3fa860d2ae8ba8c17cdabfcbf03fe7ef0a0e199f1,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Pad Mode""},{""type"":""ipadding"",""name"":""Padding""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""enum"",""name"":""H. Align""},{""type"":""enum"",""name"":""V. Align""},{""type"":""enum"",""name"":""Fill Method""},{""type"":""color"",""name"":""Fill Color""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Tile,Node_Tile,https://docs.pixel-composer.com/nodes/transform/other/tiling/tile.html,423e107f54f9b8cfce041ec58413ec2b250907dddb6ea84150a7f298e98418d5,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Uv Map""},{""type"":""slider"",""name"":""Uv Mix""},{""type"":""enum"",""name"":""Scaling Type""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""vec2"",""name"":""Amount""},{""type"":""vec2"",""name"":""Spacing""},{""type"":""vec2"",""name"":""Posiiton""},{""type"":""rotation"",""name"":""Rotation""},{""type"":""vec2"",""name"":""Scale""},{""type"":""enum"",""name"":""Shift Axis""},{""type"":""slider"",""name"":""Shift""},{""type"":""enum"",""name"":""Pattern""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,zero scale/repeat size and nonintegral or over-budget output diagnose; UV Map control explicitly unavailable,unverified: reference executable unavailable,documented and blocked by named prerequisite,"native image.tile covers pixel-sized fixed and relative dimensions, spacing, shift, rotation, scale and three patterns; UV Map alpha and executable comparison remain; PXC dimension-unit conversion belongs at import",native exact 2x2 source to 4x4 output pixel fixtures and graph/diagnostic fixture; test_imagegraph 1047 assertions/109 cases; pinned MIT source b69eca232217360cf1502ef0223523d818606652
transform,Tile Random,Node_Tile_Random,https://docs.pixel-composer.com/nodes/transform/other/tiling/tile_random.html,0d9ebbd723e30def40505892e4fe8c79b2b2336d2101d3d55582f206dac76c43,pre 1.18,"[{""type"":""vec2"",""name"":""Dimension""},{""type"":""surface"",""name"":""Surface In""},{""type"":""slider"",""name"":""Randomness""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Scale,Node_Scale,https://docs.pixel-composer.com/nodes/transform/scale.html,4497f88acc254e906a67e3bf7930d663503d49657047ad1ef4f662687215de27,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Mode""},{""type"":""float"",""name"":""Scale""},{""type"":""vec2"",""name"":""Target Dimension""},{""type"":""enum"",""name"":""Fit Mode""},{""type"":""bool"",""name"":""Move Atlas""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Scale Algorithm,Node_Scale_Algo,https://docs.pixel-composer.com/nodes/transform/scale_algo.html,3cc2afe14bc0ed21933451ac7ba7479ba83df84f5c8f072ebc441ed4afe93fc1,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Algorithm""},{""type"":""slider"",""name"":""Tolerance""},{""type"":""bool"",""name"":""Scale Atlas Position""},{""type"":""float"",""name"":""Scale""},{""type"":""rotation"",""name"":""Rotation""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Content-Aware Scale,Node_Scale_Content_Aware,https://docs.pixel-composer.com/nodes/transform/scale_content_aware.html,0e7e542c3a7625388cab034d10f2ac3904bf040dd9dc3cfca31871e0b745b300,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Type""},{""type"":""vec2"",""name"":""Scale""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""enum"",""name"":""Seam""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Transform,Node_Transform,https://docs.pixel-composer.com/nodes/transform/transform.html,d23023fd2afe4db028c799cd65732c4da9ca5c0b8d0b377bdfa2f68fc5805c7b,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Output Dimension Type""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""vec2"",""name"":""Dimension Scale""},{""type"":""enum"",""name"":""Render Mode""},{""type"":""vec2"",""name"":""Position""},{""type"":""bool"",""name"":""Round Position""},{""type"":""bool"",""name"":""Relative Anchor""},{""type"":""rotation"",""name"":""Rotation""},{""type"":""slider"",""name"":""Rotate By Velocity""},{""type"":""vec2"",""name"":""Scale""},{""type"":""path"",""name"":""Path""},{""type"":""slider"",""name"":""Position""},{""type"":""bool"",""name"":""Loop""},{""type"":""bool"",""name"":""Rotate Along""},{""type"":""slider"",""name"":""Alpha""},{""type"":""bool"",""name"":""Stretch""},{""type"":""float"",""name"":""Stretch Intensity""},{""type"":""float"",""name"":""Inv Stretch""},{""type"":""bool"",""name"":""Echo""},{""type"":""enum"",""name"":""Echo Type""},{""type"":""int"",""name"":""Echo Amount""},{""type"":""enum"",""name"":""Echo Blend Mode""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""atlas"",""name"":""Atlas Data""},{""type"":""integer"",""name"":""Dimension""},{""type"":""float"",""name"":""Velocity""},{""type"":""float"",""name"":""Direction""},{""type"":""float"",""name"":""Speed""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Bend,Node_Bend,https://docs.pixel-composer.com/nodes/transform/warp/bend.html,f5eb2897581a3e3acb7368af9857b33fa1c72321994066d00b6e2b8aafe692fc,1.18.0,"[{""type"":""enum"",""name"":""Dimension Type""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Type""},{""type"":""enum"",""name"":""Axis""},{""type"":""slider"",""name"":""Amount""},{""type"":""float"",""name"":""Scale""},{""type"":""float"",""name"":""Shift""},{""type"":""bool"",""name"":""Keep Ratio""},{""type"":""vec2"",""name"":""Scale""},{""type"":""vec2"",""name"":""Uv Shift""},{""type"":""vec2"",""name"":""Uv Scale""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Grid Warp,Node_Grid_Warp,https://docs.pixel-composer.com/nodes/transform/warp/grid_warp.html,1c844143122ad84f144c730e2144d277d308105a1dfd5e9a0eb2fe81c1628c52,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""area"",""name"":""Area""},{""type"":""ivec2"",""name"":""Grid""},{""type"":""int"",""name"":""Subdivision""},{""type"":""bool"",""name"":""Bezier""}]","[{""type"":""surface"",""name"":""Surface Out""}]","[{""type"":""grid_anchor"",""name"":""Anchor {I}""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Mesh Warp,Node_Mesh_Warp,https://docs.pixel-composer.com/nodes/transform/warp/mesh_warp.html,c09848208f9ec6a8690e9d260e77852d3fad8d69b27d7c6713a6e2bc263b411f,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""enum"",""name"":""Mesh Type""},{""type"":""islider"",""name"":""Sample""},{""type"":""bool"",""name"":""Full Mesh""},{""type"":""slider"",""name"":""Randomness""},{""type"":""trigger"",""name"":""Mesh""},{""type"":""slider"",""name"":""Spring Force""},{""type"":""bool"",""name"":""Diagonal Link""},{""type"":""slider"",""name"":""Link Strength""}]","[{""type"":""surface"",""name"":""Surface Out""},{""type"":""mesh"",""name"":""Mesh Data""}]","[{""type"":""puppet"",""name"":""Control Point""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Polar,Node_Polar,https://docs.pixel-composer.com/nodes/transform/warp/polar.html,080c1ebb70433df03fdb8148b5262d6fff6ea926b5a56bc7d95c5204d852d774,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""vec2"",""name"":""Tile""},{""type"":""vec2"",""name"":""Center""},{""type"":""rotation"",""name"":""Angle""},{""type"":""bool"",""name"":""Invert""},{""type"":""bool"",""name"":""Swap Axis""},{""type"":""slider"",""name"":""Blend""},{""type"":""enum"",""name"":""Radius Mode""},{""type"":""rotRange"",""name"":""Range""},{""type"":""float"",""name"":""Twist""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,"pinned MIT source b69eca232217360cf1502ef0223523d818606652 uses linear, square-root and logarithmic radius, normalizes angle then compares to radian range and uses fract after tiling; zero range and exact logarithmic origin are diagnosed natively; source snapshot may postdate supplied beta",unverified: reference executable unavailable,documented and blocked by named prerequisite,"native image.polar graph supports static direct Tile, Center, Angle, Invert, Swap Axis, Blend, Radius Mode 0..2, Range, Twist and Pixel or Bilinear sampling; two static supplied PXC Polar nodes map. Mask/channel, mapped controls, animated Angle, remaining node attributes and executable comparison remain unavailable","native exact heterogeneous radius-mode pixels, direct, inverted, swapped, tiled, filtered, zero-range and graph diagnostic fixtures; test_imagegraph 187 cases/1673 assertions; guarded imagegraphio fixture and five supplied PXC projects 17 cases/747 assertions: Black-Hole and Spark-Bolt static nodes map, Fire-Tornado animated Angle stays opaque; pinned MIT source b69eca232217360cf1502ef0223523d818606652"
transform,Skew,Node_Skew,https://docs.pixel-composer.com/nodes/transform/warp/skew.html,5f35a5430782ce46a7f2bb1e203c3065d54d06392f11198f1ef299fc25513ed4,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""enum"",""name"":""Axis""},{""type"":""slider"",""name"":""Strength""},{""type"":""vec2"",""name"":""Center""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Straighten,Node_Straighten,https://docs.pixel-composer.com/nodes/transform/warp/straighten.html,79f489b0709df5943e4f692730845eaa9ea9b00a311180ba6f3d76829e0d138a,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""color"",""name"":""Color""},{""type"":""enum"",""name"":""Mode""},{""type"":""vec2"",""name"":""Point Start""},{""type"":""vec2"",""name"":""Point End""},{""type"":""vec2"",""name"":""Guide 1 Point Start""},{""type"":""vec2"",""name"":""Guide 1 Point End""},{""type"":""vec2"",""name"":""Guide 2 Point Start""},{""type"":""vec2"",""name"":""Guide 2 Point End""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Stretch,Node_Stretch,https://docs.pixel-composer.com/nodes/transform/warp/stretch.html,1eee9c7703a187139c03912c2662756d5eafb94557b528bd3a7f8868d9fab5d8,pre 1.18,"[{""type"":""toggle"",""name"":""Channel""},{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Mask""},{""type"":""slider"",""name"":""Mix""},{""type"":""color"",""name"":""Color""},{""type"":""anchor"",""name"":""Anchor""},{""type"":""rotation"",""name"":""Direction""},{""type"":""vec2"",""name"":""Strength""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Warp,Node_Warp,https://docs.pixel-composer.com/nodes/transform/warp/warp.html,501e16616db10c9b3e6ecf708a7a1cb557edb179194300fafa2ef181256abb4b,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""surface"",""name"":""Back Surface""},{""type"":""enum"",""name"":""Dimension Type""},{""type"":""vec2"",""name"":""Dimension""},{""type"":""vec2"",""name"":""Relative Dimension""},{""type"":""area"",""name"":""Area""},{""type"":""vec2"",""name"":""Top Left""},{""type"":""vec2"",""name"":""Top Right""},{""type"":""vec2"",""name"":""Bottom Left""},{""type"":""vec2"",""name"":""Bottom Right""},{""type"":""vec2"",""name"":""Uv Position""},{""type"":""vec2"",""name"":""Uv Scale""},{""type"":""toggle"",""name"":""Tile""},{""type"":""bool"",""name"":""Draw Original""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
transform,Area Warp,Node_Wrap_Area,https://docs.pixel-composer.com/nodes/transform/warp/wrap_area.html,c0aa0295f6c0a964e630616dbb292e12206865983eca39ba62809801bbda7fc9,pre 1.18,"[{""type"":""surface"",""name"":""Surface In""},{""type"":""area"",""name"":""Area""}]","[{""type"":""surface"",""name"":""Surface Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array,Node_Array,https://docs.pixel-composer.com/nodes/values/array/creator/array.html,2b9723491d23164c83912a994a2ca55fa1279eb0ea5cf6b6ba6a9e318c70fe0f,1.18.0,"[{""type"":""enum"",""name"":""Type""},{""type"":""bool"",""name"":""Spread Array""}]","[{""type"":""any"",""name"":""Array""}]","[{""type"":"""",""name"":""Input""}]",pinned source b69eca232217360cf1502ef0223523d818606652: Type Any; Spread Array false,unresolved: inspect page and reference build,native nested image-array collection and one-level Spread pass,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,extend array processing beyond Height Blend and compare controlled official fixture,engine.imagegraph.document nested Spread and Height Blend modes; official comparison unrecorded
values,Parse CSV,Node_Array_CSV_Parse,https://docs.pixel-composer.com/nodes/values/array/creator/array_csv_parse.html,bacd7cac4f3c866c3f8065d7203110514716b74e7bd358a1967b327b3e2809a0,pre 1.18,"[{""type"":""text"",""name"":""Csv String""},{""type"":""int"",""name"":""Skip Line""},{""type"":""bool"",""name"":""First Row Header""},{""type"":""text"",""name"":""Number Columns""},{""type"":""text"",""name"":""Sort""},{""type"":""text"",""name"":""Columns""},{""type"":""bool"",""name"":""Output Struct""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Range,Node_Array_Range,https://docs.pixel-composer.com/nodes/values/array/creator/array_range.html,1e8317445ce74bc8cfd46541812704824d9c3bbace9492f0d24a79b8b2ad3d1c,pre 1.18,"[{""type"":""enum"",""name"":""Type""},{""type"":""float"",""name"":""Start""},{""type"":""float"",""name"":""End""},{""type"":""float"",""name"":""Step""},{""type"":""bool"",""name"":""Inclusive""}]","[{""type"":""float"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Uniform Array,Node_Array_Uniform,https://docs.pixel-composer.com/nodes/values/array/creator/array_uniform.html,3e66adc1fec1ba8b2b6a9a7141e295c99d76207a4a96516603249448fbd36486,pre 1.18,"[{""type"":""any"",""name"":""Data""},{""type"":""int"",""name"":""Length""}]","[{""type"":""any"",""name"":""Array Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Sort Array,Node_Array_Sort,https://docs.pixel-composer.com/nodes/values/array/group_operator/array_sort.html,7794f862dd95777434132619ec2c042e8de209ba7955a804980b6f1f1924deb0,1.18.0,"[{""type"":"""",""name"":""Array In""},{""type"":""enum"",""name"":""Order""}]","[{""type"":""any"",""name"":""Sorted Array""},{""type"":""integer"",""name"":""Sorted Index""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Loop Array Group,Node_Iterate_Each_Inline,https://docs.pixel-composer.com/nodes/values/array/group_operator/iterate_each_inline.html,929492af84eaf5a5f660db94b87ec1eece290cade15f315c441097678334ff15,1.18.1,[],[],[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Filter Array Group,Node_Iterate_Filter_Inline,https://docs.pixel-composer.com/nodes/values/array/group_operator/iterate_filter_inline.html,cbde5b7ba5e7221816fce9459387959bdd76165b528e87e02125937dd187515b,1.18.1,[],[],[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Sort Array Group,Node_Iterate_Sort_Inline,https://docs.pixel-composer.com/nodes/values/array/group_operator/iterate_sort_inline.html,c2ab3771735e5ea990957ef7dbd166abe283b16cad6d115df4575a37eff06c28,pre 1.18,[],[],[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Reduce Array,Node_Iterator_Reduce_Inline,https://docs.pixel-composer.com/nodes/values/array/group_operator/iterator_reduce_inline.html,2e954d088b3cf652276661653fbf66befea1e99b65bf0f4a8cdd5dfa4ad53ae6,pre 1.18,[],[],[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Find,Node_Array_Find,https://docs.pixel-composer.com/nodes/values/array/info/array_find.html,2ed3343584a22f8da019edbfe0bb11c7d60425b7d360490f0a9d658c4cf49c73,pre 1.18,"[{""type"":"""",""name"":""Array""},{""type"":"""",""name"":""Value""}]","[{""type"":""integer"",""name"":""Index""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Get,Node_Array_Get,https://docs.pixel-composer.com/nodes/values/array/info/array_get.html,9cd5dcbf292c3b455cacad802b6bcbce03b9727781013eb65fcbc43c23d61439,pre 1.18,"[{""type"":""any"",""name"":""Array""},{""type"":""enum"",""name"":""Mode""},{""type"":""int"",""name"":""Index""},{""type"":""enum"",""name"":""Overflow""}]","[{""type"":""any"",""name"":""Value""}]",[],pinned source b69eca232217360cf1502ef0223523d818606652: Mode Index; Index 0; Overflow Clamp,unresolved: inspect page and reference build,native image-array Index mode and Clamp/Loop/Ping Pong overflow pass; source Random mode remains unverified,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,verify source Random mode and scalar/array element behavior; controlled official fixture unavailable,engine.imagegraph.document native index/overflow; official comparison unrecorded
values,Array Length,Node_Array_Length,https://docs.pixel-composer.com/nodes/values/array/info/array_length.html,d5bf7578c9ac54ade9ea543d3aa0def33275777519223ce2a7171cf1cbc2edb7,pre 1.18,"[{""type"":"""",""name"":""Array""}]","[{""type"":""integer"",""name"":""Size""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Sample,Node_Array_Sample,https://docs.pixel-composer.com/nodes/values/array/info/array_sample.html,e2e33737447b432ad4c5cdf329579e6f58f30dff8db4bab193a83f9c21d67333,1.18.0,"[{""type"":"""",""name"":""Array""},{""type"":""enum"",""name"":""Mode""},{""type"":""int"",""name"":""Dimension""},{""type"":""float"",""name"":""Step""},{""type"":""int"",""name"":""Shift""},{""type"":""enum"",""name"":""Amount Type""},{""type"":""int"",""name"":""Amount""}]","[{""type"":""any"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Add,Node_Array_Add,https://docs.pixel-composer.com/nodes/values/array/operator/array_add.html,6b4c042419143d27e573b4a6c5d64740ee24195a7838a859ea5b19b4abd41742,pre 1.18,"[{""type"":""bool"",""name"":""Spread Array""},{""type"":"""",""name"":""Array""}]","[{""type"":""any"",""name"":""Output""}]","[{""type"":"""",""name"":""Value""}]",unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Boolean Opr,Node_Array_Boolean_Opr,https://docs.pixel-composer.com/nodes/values/array/operator/array_boolean_opr.html,0b698a9deb5af8b90606ceb71769a484131daf7bb8b71e9c1c3efe4d7c953b14,pre 1.18,"[{""type"":""enum"",""name"":""Operation""},{""type"":"""",""name"":""Array 1""},{""type"":"""",""name"":""Array 2""}]","[{""type"":""any"",""name"":""Array Out""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Composite,Node_Array_Composite,https://docs.pixel-composer.com/nodes/values/array/operator/array_composite.html,4d2a5f276efe173fab0cbabefa22f0eb33a128b973d674af036bad3c457342f8,1.18.0,"[{""type"":""float"",""name"":""Array""},{""type"":""float"",""name"":""Compose""}]","[{""type"":""float"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
values,Array Convolute,Node_Array_Convolute,https://docs.pixel-composer.com/nodes/values/array/operator/array_convolute.html,bfbd3904da38dbd57cb7fe60d8e459f93ed2cad66b425bb43cdc3b85a378335b,pre 1.18,"[{""type"":""float"",""name"":""Array""},{""type"":""float"",""name"":""Kernel""},{""type"":""enum"",""name"":""Boundary""}]","[{""type"":""float"",""name"":""Array""}]",[],unresolved: documentation tables omit defaults,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unresolved: inspect page and reference build,unverified: reference executable unavailable,documented and blocked by named prerequisite,native imagegraph implementation and documented/media fixture; executable comparison unavailable,unrecorded
